Time,Vehicle ID,X Coordinate,Y Coordinate,Tile Name,Probability
9,1,88.38,-67.4236,/home/sayon/autoware_map/town01/splitted/5_81_-71.pcd,0.02631578947368421
9,2,144.216,-1.95,/home/sayon/autoware_map/town01/splitted/4_135_-11.pcd,0.02564102564102564
9,3,288.629,-129.502,/home/sayon/autoware_map/town01/splitted/5_283_-135.pcd,0.025
9,4,37.468,-330.556,/home/sayon/autoware_map/town01/splitted/2_17_-377.pcd,0.0975609756097561
9,5,334.762,-223.496,/home/sayon/autoware_map/town01/splitted/4_322_-234.pcd,0.023809523809523808
9,6,315.571,2.02,/home/sayon/autoware_map/town01/splitted/3_290_-7.pcd,0.046511627906976744
9,7,2.01,-310.37,/home/sayon/autoware_map/town01/splitted/4_-11_-312.pcd,0.09090909090909091
9,8,334.767,-214.26,/home/sayon/autoware_map/town01/splitted/5_330_-214.pcd,0.044444444444444446
10,0,2.01,-227.736,/home/sayon/autoware_map/town01/splitted/5_0_-234.pcd,0.021739130434782608
10,1,88.3823,-80.0718,/home/sayon/autoware_map/town01/splitted/4_73_-91.pcd,0.02127659574468085
10,2,151.663,-4.13844,/home/sayon/autoware_map/town01/splitted/5_151_-5.pcd,0.020833333333333332
10,3,277.156,-129.496,/home/sayon/autoware_map/town01/splitted/5_275_-135.pcd,0.02040816326530612
10,4,47.7745,-330.562,/home/sayon/autoware_map/town01/splitted/2_17_-377.pcd,0.1
10,5,334.758,-230.165,/home/sayon/autoware_map/town01/splitted/4_322_-234.pcd,0.0392156862745098
10,6,309.748,2.02,/home/sayon/autoware_map/town01/splitted/3_290_-7.pcd,0.057692307692307696
10,7,2.01,-305.962,/home/sayon/autoware_map/town01/splitted/4_-11_-312.pcd,0.09433962264150944
10,8,334.767,-215.365,/home/sayon/autoware_map/town01/splitted/5_330_-221.pcd,0.05555555555555555
10,9,92.3989,-181.23,/home/sayon/autoware_map/town01/splitted/4_89_-182.pcd,0.01818181818181818
11,0,2.01,-213.651,/home/sayon/autoware_map/town01/splitted/5_-3_-214.pcd,0.017857142857142856
11,1,88.3848,-93.0547,/home/sayon/autoware_map/town01/splitted/5_81_-97.pcd,0.017543859649122806
11,10,92.389,-114.74,/home/sayon/autoware_map/town01/splitted/4_89_-117.pcd,0.017241379310344827
11,2,154.069,-11.7313,/home/sayon/autoware_map/town01/splitted/5_151_-16.pcd,0.01694915254237288
11,3,264.197,-129.49,/home/sayon/autoware_map/town01/splitted/5_259_-134.pcd,0.016666666666666666
11,4,59.8197,-330.569,/home/sayon/autoware_map/town01/splitted/2_17_-377.pcd,0.09836065573770492
11,5,334.754,-238.931,/home/sayon/autoware_map/town01/splitted/5_330_-240.pcd,0.016129032258064516
11,6,301.53,2.02,/home/sayon/autoware_map/town01/splitted/3_290_-7.pcd,0.06349206349206349
11,7,2.01,-299.604,/home/sayon/autoware_map/town01/splitted/4_-11_-312.pcd,0.09375
11,8,334.765,-218.974,/home/sayon/autoware_map/town01/splitted/5_330_-221.pcd,0.06153846153846154
11,9,92.3984,-179.215,/home/sayon/autoware_map/town01/splitted/4_89_-182.pcd,0.030303030303030304
12,0,2,-199.761,/home/sayon/autoware_map/town01/splitted/4_-3_-208.pcd,0.014925373134328358
12,1,88.3873,-105.697,/home/sayon/autoware_map/town01/splitted/4_73_-117.pcd,0.014705882352941176
12,10,92.3887,-113.025,/home/sayon/autoware_map/town01/splitted/4_89_-117.pcd,0.028985507246376812
12,11,88.4009,-213.43,/home/sayon/autoware_map/town01/splitted/5_81_-214.pcd,0.014285714285714285
12,2,154.054,-22.0109,/home/sayon/autoware_map/town01/splitted/5_151_-22.pcd,0.014084507042253521
12,3,249.563,-129.483,/home/sayon/autoware_map/town01/splitted/4_244_-142.pcd,0.013888888888888888
12,4,73.5253,-330.576,/home/sayon/autoware_map/town01/splitted/2_73_-376.pcd,0.0136986301369863
12,5,334.748,-249.393,/home/sayon/autoware_map/town01/splitted/5_330_-253.pcd,0.013513513513513514
12,6,291.022,2.03,/home/sayon/autoware_map/town01/splitted/3_290_-7.pcd,0.06666666666666667
12,7,2.01,-291.568,/home/sayon/autoware_map/town01/splitted/4_-11_-299.pcd,0.02631578947368421
12,8,334.762,-223.899,/home/sayon/autoware_map/town01/splitted/4_322_-234.pcd,0.03896103896103896
12,9,92.3975,-175.377,/home/sayon/autoware_map/town01/splitted/4_89_-182.pcd,0.038461538461538464
13,0,1.99,-185.076,/home/sayon/autoware_map/town01/splitted/5_-3_-188.pcd,0.012658227848101266
13,1,88.3894,-116.843,/home/sayon/autoware_map/town01/splitted/4_73_-117.pcd,0.025
13,10,92.3879,-109.118,/home/sayon/autoware_map/town01/splitted/4_89_-117.pcd,0.037037037037037035
13,11,88.4012,-215.096,/home/sayon/autoware_map/town01/splitted/5_81_-221.pcd,0.012195121951219513
13,12,378.82,-326.61,/home/sayon/autoware_map/town01/splitted/5_376_-326.pcd,0.012048192771084338
13,2,154.038,-33.2544,/home/sayon/autoware_map/town01/splitted/5_151_-37.pcd,0.011904761904761904
13,3,234.616,-129.475,/home/sayon/autoware_map/town01/splitted/4_228_-142.pcd,0.011764705882352941
13,4,87.0843,-330.583,/home/sayon/autoware_map/town01/splitted/2_73_-376.pcd,0.023255813953488372
13,5,334.741,-260.764,/home/sayon/autoware_map/town01/splitted/5_330_-260.pcd,0.011494252873563218
13,6,278.095,2.03,/home/sayon/autoware_map/town01/splitted/3_259_-7.pcd,0.011363636363636364
13,7,2.01,-281.256,/home/sayon/autoware_map/town01/splitted/4_-11_-286.pcd,0.02247191011235955
13,8,334.758,-231.024,/home/sayon/autoware_map/town01/splitted/4_322_-234.pcd,0.044444444444444446
13,9,92.3963,-170.007,/home/sayon/autoware_map/town01/splitted/4_89_-182.pcd,0.04395604395604396
14,0,1.98,-171.203,/home/sayon/autoware_map/town01/splitted/4_-3_-182.pcd,0.010869565217391304
14,1,88.8835,-123.459,/home/sayon/autoware_map/town01/splitted/4_73_-130.pcd,0.010752688172043012
14,10,92.3869,-103.76,/home/sayon/autoware_map/town01/splitted/4_89_-104.pcd,0.010638297872340425
14,11,88.4019,-218.651,/home/sayon/autoware_map/town01/splitted/5_81_-221.pcd,0.021052631578947368
14,12,376.702,-326.61,/home/sayon/autoware_map/town01/splitted/5_376_-326.pcd,0.020833333333333332
14,13,106.52,-199.14,/home/sayon/autoware_map/town01/splitted/3_104_-221.pcd,0.010309278350515464
14,2,154.027,-41.2258,/home/sayon/autoware_map/town01/splitted/5_151_-43.pcd,0.01020408163265306
14,3,220.381,-129.468,/home/sayon/autoware_map/town01/splitted/5_213_-135.pcd,0.010101010101010102
14,4,100.977,-330.59,/home/sayon/autoware_map/town01/splitted/2_73_-376.pcd,0.03
14,5,334.735,-271.601,/home/sayon/autoware_map/town01/splitted/5_330_-274.pcd,0.009900990099009901
14,6,264.127,2.03,/home/sayon/autoware_map/town01/splitted/3_259_-7.pcd,0.0196078431372549
14,7,2.02,-269.755,/home/sayon/autoware_map/town01/splitted/5_0_-273.pcd,0.019417475728155338
14,8,334.753,-240.103,/home/sayon/autoware_map/town01/splitted/5_330_-240.pcd,0.019230769230769232
14,9,92.3946,-162.212,/home/sayon/autoware_map/town01/splitted/5_89_-162.pcd,0.009523809523809525
15,0,1.98,-156.828,/home/sayon/autoware_map/town01/splitted/3_-18_-169.pcd,0.009433962264150943
15,1,89.3778,-126.089,/home/sayon/autoware_map/town01/splitted/4_89_-130.pcd,0.009345794392523364
15,10,92.3856,-96.9848,/home/sayon/autoware_map/town01/splitted/4_89_-104.pcd,0.018518518518518517
15,11,88.4029,-224.06,/home/sayon/autoware_map/town01/splitted/4_73_-234.pcd,0.009174311926605505
15,12,373.246,-326.61,/home/sayon/autoware_map/town01/splitted/5_368_-326.pcd,0.00909090909090909
15,13,108.439,-199.141,/home/sayon/autoware_map/town01/splitted/3_104_-221.pcd,0.018018018018018018
15,14,158.027,-41.1,/home/sayon/autoware_map/town01/splitted/5_151_-43.pcd,0.017857142857142856
15,2,154.022,-44.8625,/home/sayon/autoware_map/town01/splitted/5_151_-48.pcd,0.008849557522123894
15,3,206.37,-129.461,/home/sayon/autoware_map/town01/splitted/5_205_-135.pcd,0.008771929824561403
15,4,115.128,-330.59,/home/sayon/autoware_map/town01/splitted/2_73_-376.pcd,0.034782608695652174
15,5,334.729,-282.394,/home/sayon/autoware_map/town01/splitted/5_330_-287.pcd,0.008620689655172414
15,6,250.239,2.03,/home/sayon/autoware_map/town01/splitted/3_228_-4.pcd,0.008547008547008548
15,7,2.02,-257.743,/home/sayon/autoware_map/town01/splitted/5_0_-260.pcd,0.01694915254237288
15,8,334.747,-250.63,/home/sayon/autoware_map/town01/splitted/5_330_-253.pcd,0.01680672268907563
15,9,92.3925,-152.972,/home/sayon/autoware_map/town01/splitted/5_89_-156.pcd,0.008333333333333333
16,0,1.97,-143.117,/home/sayon/autoware_map/town01/splitted/4_-2_-143.pcd,0.008264462809917356
16,1,89.3793,-126.092,/home/sayon/autoware_map/town01/splitted/4_89_-130.pcd,0.01639344262295082
16,10,92.3838,-87.6382,/home/sayon/autoware_map/town01/splitted/5_89_-91.pcd,0.008130081300813009
16,11,88.4041,-230.94,/home/sayon/autoware_map/town01/splitted/4_73_-234.pcd,0.016129032258064516
16,12,368.163,-326.61,/home/sayon/autoware_map/town01/splitted/5_361_-326.pcd,0.008
16,13,112.08,-199.141,/home/sayon/autoware_map/town01/splitted/3_104_-221.pcd,0.023809523809523808
16,14,158.03,-38.8983,/home/sayon/autoware_map/town01/splitted/5_151_-43.pcd,0.023622047244094488
16,15,92.389,-114.74,/home/sayon/autoware_map/town01/splitted/4_89_-117.pcd,0.03125
16,2,154.022,-45.099,/home/sayon/autoware_map/town01/splitted/5_151_-48.pcd,0.015503875968992248
16,3,192.471,-129.455,/home/sayon/autoware_map/town01/splitted/4_182_-130.pcd,0.007692307692307693
16,4,129.214,-330.59,/home/sayon/autoware_map/town01/splitted/2_73_-376.pcd,0.03816793893129771
16,5,334.723,-293.501,/home/sayon/autoware_map/town01/splitted/5_330_-293.pcd,0.007575757575757576
16,6,236.278,2.04,/home/sayon/autoware_map/town01/splitted/3_228_-4.pcd,0.015037593984962405
16,7,2.02,-245.816,/home/sayon/autoware_map/town01/splitted/4_0_-247.pcd,0.014925373134328358
16,8,334.74,-263.383,/home/sayon/autoware_map/town01/splitted/5_330_-267.pcd,0.007407407407407408
16,9,92.3902,-142.676,/home/sayon/autoware_map/town01/splitted/5_89_-143.pcd,0.007352941176470588
17,0,1.96,-128.673,/home/sayon/autoware_map/town01/splitted/5_-2_-130.pcd,0.0072992700729927005
17,1,89.3795,-126.092,/home/sayon/autoware_map/town01/splitted/4_89_-130.pcd,0.021739130434782608
17,10,92.3815,-75.768,/home/sayon/autoware_map/town01/splitted/4_89_-78.pcd,0.007194244604316547
17,11,88.4059,-240.303,/home/sayon/autoware_map/town01/splitted/4_73_-247.pcd,0.007142857142857143
17,12,361.712,-326.61,/home/sayon/autoware_map/town01/splitted/5_361_-326.pcd,0.014184397163120567
17,13,117.724,-199.141,/home/sayon/autoware_map/town01/splitted/3_104_-221.pcd,0.028169014084507043
17,14,158.036,-34.683,/home/sayon/autoware_map/town01/splitted/5_151_-37.pcd,0.013986013986013986
17,15,92.3887,-113.301,/home/sayon/autoware_map/town01/splitted/4_89_-117.pcd,0.034722222222222224
17,16,173.18,-1.96,/home/sayon/autoware_map/town01/splitted/5_166_-5.pcd,0.006896551724137931
17,2,154.021,-45.1949,/home/sayon/autoware_map/town01/splitted/5_151_-48.pcd,0.02054794520547945
17,3,177.515,-129.447,/home/sayon/autoware_map/town01/splitted/5_174_-130.pcd,0.006802721088435374
17,4,142.815,-330.59,/home/sayon/autoware_map/town01/splitted/2_135_-376.pcd,0.006756756756756757
17,5,334.717,-304.641,/home/sayon/autoware_map/town01/splitted/5_330_-306.pcd,0.006711409395973154
17,6,222.498,2.04,/home/sayon/autoware_map/town01/splitted/3_197_-4.pcd,0.006666666666666667
17,7,2.02,-234.515,/home/sayon/autoware_map/town01/splitted/4_0_-247.pcd,0.019867549668874173
17,8,334.733,-275.745,/home/sayon/autoware_map/town01/splitted/5_330_-280.pcd,0.006578947368421052
17,9,93.6227,-137.119,/home/sayon/autoware_map/town01/splitted/5_89_-143.pcd,0.013071895424836602
18,0,1.95,-113.977,/home/sayon/autoware_map/town01/splitted/4_-1_-117.pcd,0.006493506493506494
18,1,89.3796,-126.092,/home/sayon/autoware_map/town01/splitted/4_89_-130.pcd,0.025806451612903226
18,10,92.38,-62.2434,/home/sayon/autoware_map/town01/splitted/5_89_-65.pcd,0.00641025641025641
18,11,88.4079,-251.567,/home/sayon/autoware_map/town01/splitted/5_81_-253.pcd,0.006369426751592357
18,12,353.155,-326.61,/home/sayon/autoware_map/town01/splitted/5_353_-326.pcd,0.006329113924050633
18,13,125.809,-199.142,/home/sayon/autoware_map/town01/splitted/3_104_-221.pcd,0.031446540880503145
18,14,158.046,-27.8785,/home/sayon/autoware_map/town01/splitted/4_151_-32.pcd,0.00625
18,15,92.388,-109.666,/home/sayon/autoware_map/town01/splitted/4_89_-117.pcd,0.037267080745341616
18,16,175.428,-1.96,/home/sayon/autoware_map/town01/splitted/5_174_-5.pcd,0.006172839506172839
18,17,74.28,2.03851,/home/sayon/autoware_map/town01/splitted/3_73_-6.pcd,0.006134969325153374
18,2,154.021,-45.1971,/home/sayon/autoware_map/town01/splitted/5_151_-48.pcd,0.024390243902439025
18,3,163.339,-129.44,/home/sayon/autoware_map/town01/splitted/5_159_-130.pcd,0.006060606060606061
18,4,156.599,-330.6,/home/sayon/autoware_map/town01/splitted/2_135_-376.pcd,0.012048192771084338
18,5,334.713,-312.606,/home/sayon/autoware_map/town01/splitted/5_330_-313.pcd,0.005988023952095809
18,6,208.6,2.04,/home/sayon/autoware_map/town01/splitted/3_197_-4.pcd,0.011904761904761904
18,7,2.01,-222.723,/home/sayon/autoware_map/town01/splitted/5_0_-227.pcd,0.005917159763313609
18,8,334.726,-288.101,/home/sayon/autoware_map/town01/splitted/5_330_-293.pcd,0.011764705882352941
18,9,98.6937,-133.776,/home/sayon/autoware_map/town01/splitted/5_97_-136.pcd,0.005847953216374269
19,0,1.95,-99.9371,/home/sayon/autoware_map/town01/splitted/5_-1_-104.pcd,0.005813953488372093
19,1,90.2364,-127.575,/home/sayon/autoware_map/town01/splitted/4_89_-130.pcd,0.028901734104046242
19,10,92.38,-47.478,/home/sayon/autoware_map/town01/splitted/5_89_-48.pcd,0.005747126436781609
19,11,88.4105,-265.425,/home/sayon/autoware_map/town01/splitted/5_83_-266.pcd,0.005714285714285714
19,12,345.076,-326.227,/home/sayon/autoware_map/town01/splitted/5_338_-326.pcd,0.005681818181818182
19,13,136.093,-199.143,/home/sayon/autoware_map/town01/splitted/3_135_-221.pcd,0.005649717514124294
19,14,158.059,-18.8978,/home/sayon/autoware_map/town01/splitted/5_151_-22.pcd,0.011235955056179775
19,15,92.387,-104.283,/home/sayon/autoware_map/town01/splitted/4_89_-104.pcd,0.01675977653631285
19,16,180.152,-1.96,/home/sayon/autoware_map/town01/splitted/5_174_-5.pcd,0.011111111111111112
19,17,72.3883,2.03795,/home/sayon/autoware_map/town01/splitted/5_66_0.pcd,0.0055248618784530384
19,18,92.4191,-312.2,/home/sayon/autoware_map/town01/splitted/5_89_-317.pcd,0.005494505494505495
19,2,154.021,-45.1987,/home/sayon/autoware_map/town01/splitted/5_151_-48.pcd,0.0273224043715847
19,3,148.342,-129.433,/home/sayon/autoware_map/town01/splitted/5_143_-130.pcd,0.005434782608695652
19,4,169.815,-330.6,/home/sayon/autoware_map/town01/splitted/2_135_-376.pcd,0.016216216216216217
19,5,334.711,-316.071,/home/sayon/autoware_map/town01/splitted/5_330_-319.pcd,0.005376344086021506
19,6,194.892,2.04,/home/sayon/autoware_map/town01/splitted/3_166_0.pcd,0.0053475935828877
19,7,2,-211.033,/home/sayon/autoware_map/town01/splitted/5_-3_-214.pcd,0.010638297872340425
19,8,334.721,-298.351,/home/sayon/autoware_map/town01/splitted/5_330_-300.pcd,0.005291005291005291
19,9,105.556,-133.412,/home/sayon/autoware_map/town01/splitted/4_104_-143.pcd,0.005263157894736842
20,0,1.94,-86.0536,/home/sayon/autoware_map/town01/splitted/5_-1_-91.pcd,0.005235602094240838
20,1,92.1912,-130.358,/home/sayon/autoware_map/town01/splitted/5_89_-136.pcd,0.005208333333333333
20,10,92.3761,-32.4138,/home/sayon/autoware_map/town01/splitted/5_89_-32.pcd,0.0051813471502590676
20,11,88.4131,-279.592,/home/sayon/autoware_map/town01/splitted/5_81_-285.pcd,0.005154639175257732
20,12,339.553,-321.939,/home/sayon/autoware_map/town01/splitted/5_338_-326.pcd,0.010256410256410256
20,13,148.26,-199.144,/home/sayon/autoware_map/town01/splitted/3_135_-221.pcd,0.01020408163265306
20,14,158.066,-13.8722,/home/sayon/autoware_map/town01/splitted/5_151_-16.pcd,0.01015228426395939
20,15,92.3857,-97.4357,/home/sayon/autoware_map/town01/splitted/4_89_-104.pcd,0.020202020202020204
20,16,186.211,-1.96,/home/sayon/autoware_map/town01/splitted/4_182_-11.pcd,0.005025125628140704
20,17,68.1565,2.03672,/home/sayon/autoware_map/town01/splitted/5_66_0.pcd,0.01
20,18,92.4187,-310.241,/home/sayon/autoware_map/town01/splitted/5_89_-311.pcd,0.004975124378109453
20,19,158.027,-41.1,/home/sayon/autoware_map/town01/splitted/5_151_-43.pcd,0.019801980198019802
20,2,154.021,-45.1989,/home/sayon/autoware_map/town01/splitted/5_151_-48.pcd,0.029556650246305417
20,3,134.131,-129.426,/home/sayon/autoware_map/town01/splitted/4_120_-130.pcd,0.004901960784313725
20,4,183.118,-330.6,/home/sayon/autoware_map/town01/splitted/2_135_-376.pcd,0.01951219512195122
20,5,334.711,-316.334,/home/sayon/autoware_map/town01/splitted/5_330_-319.pcd,0.009708737864077669
20,6,180.64,2.04,/home/sayon/autoware_map/town01/splitted/3_166_0.pcd,0.00966183574879227
20,7,2,-198.944,/home/sayon/autoware_map/town01/splitted/4_-3_-208.pcd,0.009615384615384616
20,8,334.717,-304.848,/home/sayon/autoware_map/town01/splitted/5_330_-306.pcd,0.009569377990430622
20,9,114.568,-133.416,/home/sayon/autoware_map/town01/splitted/4_104_-143.pcd,0.009523809523809525
21,0,1.95,-72.3118,/home/sayon/autoware_map/town01/splitted/5_-1_-78.pcd,0.004739336492890996
21,1,96.9152,-132.738,/home/sayon/autoware_map/town01/splitted/5_89_-136.pcd,0.009433962264150943
21,10,92.373,-21.8495,/home/sayon/autoware_map/town01/splitted/5_89_-22.pcd,0.004694835680751174
21,11,88.4155,-292.873,/home/sayon/autoware_map/town01/splitted/5_81_-298.pcd,0.004672897196261682
21,12,338.712,-314.033,/home/sayon/autoware_map/town01/splitted/5_338_-319.pcd,0.004651162790697674
21,13,162.694,-199.145,/home/sayon/autoware_map/town01/splitted/3_135_-221.pcd,0.013888888888888888
21,14,158.068,-12.2341,/home/sayon/autoware_map/town01/splitted/5_151_-16.pcd,0.013824884792626729
21,15,92.3839,-88.2992,/home/sayon/autoware_map/town01/splitted/5_89_-91.pcd,0.009174311926605505
21,16,193.693,-1.96,/home/sayon/autoware_map/town01/splitted/4_182_-11.pcd,0.0091324200913242
21,17,62.5991,2.03509,/home/sayon/autoware_map/town01/splitted/5_58_0.pcd,0.004545454545454545
21,18,92.4179,-305.797,/home/sayon/autoware_map/town01/splitted/5_89_-311.pcd,0.00904977375565611
21,19,158.029,-39.5731,/home/sayon/autoware_map/town01/splitted/5_151_-43.pcd,0.02252252252252252
21,2,154.021,-45.1989,/home/sayon/autoware_map/town01/splitted/5_151_-48.pcd,0.03139013452914798
21,3,120.515,-129.419,/home/sayon/autoware_map/town01/splitted/4_120_-130.pcd,0.008928571428571428
21,4,196.596,-330.6,/home/sayon/autoware_map/town01/splitted/2_135_-376.pcd,0.022222222222222223
21,5,334.711,-316.432,/home/sayon/autoware_map/town01/splitted/5_330_-319.pcd,0.01327433628318584
21,6,170.396,2.04,/home/sayon/autoware_map/town01/splitted/3_166_0.pcd,0.013215859030837005
21,7,1.99,-186.955,/home/sayon/autoware_map/town01/splitted/5_-3_-188.pcd,0.008771929824561403
21,8,334.715,-308.591,/home/sayon/autoware_map/town01/splitted/5_330_-313.pcd,0.008733624454148471
21,9,125.347,-133.422,/home/sayon/autoware_map/town01/splitted/5_120_-136.pcd,0.004347826086956522
22,0,1.95,-58.148,/home/sayon/autoware_map/town01/splitted/5_-3_-58.pcd,0.004329004329004329
22,1,104.323,-133.411,/home/sayon/autoware_map/town01/splitted/5_97_-136.pcd,0.008620689655172414
22,10,92.3712,-15.3363,/home/sayon/autoware_map/town01/splitted/5_89_-18.pcd,0.004291845493562232
22,11,88.4177,-304.747,/home/sayon/autoware_map/town01/splitted/5_81_-304.pcd,0.004273504273504274
22,12,338.718,-303.505,/home/sayon/autoware_map/town01/splitted/4_338_-313.pcd,0.00425531914893617
22,13,177.578,-199.147,/home/sayon/autoware_map/town01/splitted/3_166_-221.pcd,0.00423728813559322
22,14,158.068,-12.0897,/home/sayon/autoware_map/town01/splitted/5_151_-16.pcd,0.016877637130801686
22,15,92.3817,-76.689,/home/sayon/autoware_map/town01/splitted/4_89_-78.pcd,0.008403361344537815
22,16,202.706,-1.96,/home/sayon/autoware_map/town01/splitted/3_197_-4.pcd,0.012552301255230125
22,17,55.6508,2.03306,/home/sayon/autoware_map/town01/splitted/5_50_0.pcd,0.004166666666666667
22,18,92.4168,-299.972,/home/sayon/autoware_map/town01/splitted/5_89_-304.pcd,0.004149377593360996
22,19,158.035,-35.9592,/home/sayon/autoware_map/town01/splitted/5_151_-37.pcd,0.012396694214876033
22,2,154.021,-45.1989,/home/sayon/autoware_map/town01/splitted/5_151_-48.pcd,0.03292181069958848
22,3,110.624,-129.415,/home/sayon/autoware_map/town01/splitted/5_104_-130.pcd,0.004098360655737705
22,4,209.727,-330.6,/home/sayon/autoware_map/town01/splitted/2_197_-376.pcd,0.004081632653061225
22,5,334.711,-316.445,/home/sayon/autoware_map/town01/splitted/5_330_-319.pcd,0.016260162601626018
22,6,164.061,1.50805,/home/sayon/autoware_map/town01/splitted/3_135_0.pcd,0.004048582995951417
22,7,1.99,-175.642,/home/sayon/autoware_map/town01/splitted/4_-3_-182.pcd,0.008064516129032258
22,8,334.715,-308.779,/home/sayon/autoware_map/town01/splitted/5_330_-313.pcd,0.012048192771084338
22,9,136.982,-133.427,/home/sayon/autoware_map/town01/splitted/4_135_-143.pcd,0.004
23,0,1.96,-44.5499,/home/sayon/autoware_map/town01/splitted/4_-3_-52.pcd,0.00398406374501992
23,1,113.604,-133.416,/home/sayon/autoware_map/town01/splitted/4_104_-143.pcd,0.011904761904761904
23,10,92.3706,-13.245,/home/sayon/autoware_map/town01/splitted/4_89_-14.pcd,0.003952569169960474
23,11,88.419,-312.121,/home/sayon/autoware_map/town01/splitted/5_81_-317.pcd,0.003937007874015748
23,12,338.725,-290.826,/home/sayon/autoware_map/town01/splitted/4_338_-300.pcd,0.00392156862745098
23,13,193.1,-199.148,/home/sayon/autoware_map/town01/splitted/3_166_-221.pcd,0.0078125
23,14,158.069,-12.0213,/home/sayon/autoware_map/town01/splitted/5_151_-16.pcd,0.019455252918287938
23,15,92.38,-63.9739,/home/sayon/autoware_map/town01/splitted/5_89_-65.pcd,0.007751937984496124
23,16,213.083,-1.96,/home/sayon/autoware_map/town01/splitted/3_197_-4.pcd,0.015444015444015444
23,17,46.2135,2.0303,/home/sayon/autoware_map/town01/splitted/5_42_0.pcd,0.0038461538461538464
23,18,92.4153,-291.762,/home/sayon/autoware_map/town01/splitted/5_89_-291.pcd,0.0038314176245210726
23,19,158.042,-30.9814,/home/sayon/autoware_map/town01/splitted/4_151_-32.pcd,0.007633587786259542
